datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
2/6/2024 7:00:00 PM,2/6/2024 2:00:00 PM,RTO,0.000
2/6/2024 7:00:00 PM,2/6/2024 2:00:00 PM,RFC,0.000
2/6/2024 6:00:00 PM,2/6/2024 1:00:00 PM,MIDATL,0.000
2/6/2024 6:00:00 PM,2/6/2024 1:00:00 PM,OTHER,0.000
2/6/2024 6:00:00 PM,2/6/2024 1:00:00 PM,SOUTH,0.000
2/6/2024 6:00:00 PM,2/6/2024 1:00:00 PM,WEST,0.000
2/6/2024 6:00:00 PM,2/6/2024 1:00:00 PM,RTO,0.000
2/6/2024 6:00:00 PM,2/6/2024 1:00:00 PM,RFC,0.000
2/6/2024 5:00:00 PM,2/6/2024 12:00:00 PM,MIDATL,0.000
2/6/2024 5:00:00 PM,2/6/2024 12:00:00 PM,OTHER,0.000
2/6/2024 5:00:00 PM,2/6/2024 12:00:00 PM,SOUTH,0.000
2/6/2024 5:00:00 PM,2/6/2024 12:00:00 PM,WEST,0.000
2/6/2024 5:00:00 PM,2/6/2024 12:00:00 PM,RTO,0.000
2/6/2024 5:00:00 PM,2/6/2024 12:00:00 PM,RFC,0.000
2/6/2024 4:00:00 PM,2/6/2024 11:00:00 AM,MIDATL,0.000
2/6/2024 4:00:00 PM,2/6/2024 11:00:00 AM,OTHER,0.000
2/6/2024 4:00:00 PM,2/6/2024 11:00:00 AM,SOUTH,0.000
2/6/2024 4:00:00 PM,2/6/2024 11:00:00 AM,WEST,0.000
2/6/2024 4:00:00 PM,2/6/2024 11:00:00 AM,RTO,0.000
2/6/2024 4:00:00 PM,2/6/2024 11:00:00 AM,RFC,0.000
2/6/2024 3:00:00 PM,2/6/2024 10:00:00 AM,MIDATL,0.000
2/6/2024 3:00:00 PM,2/6/2024 10:00:00 AM,OTHER,0.000
2/6/2024 3:00:00 PM,2/6/2024 10:00:00 AM,SOUTH,0.000
2/6/2024 3:00:00 PM,2/6/2024 10:00:00 AM,WEST,0.000
2/6/2024 3:00:00 PM,2/6/2024 10:00:00 AM,RTO,0.000
2/6/2024 3:00:00 PM,2/6/2024 10:00:00 AM,RFC,0.000
2/6/2024 2:00:00 PM,2/6/2024 9:00:00 AM,MIDATL,0.000
2/6/2024 2:00:00 PM,2/6/2024 9:00:00 AM,OTHER,0.000
2/6/2024 2:00:00 PM,2/6/2024 9:00:00 AM,SOUTH,0.000
2/6/2024 2:00:00 PM,2/6/2024 9:00:00 AM,WEST,0.000
2/6/2024 2:00:00 PM,2/6/2024 9:00:00 AM,RTO,0.000
2/6/2024 2:00:00 PM,2/6/2024 9:00:00 AM,RFC,0.000
2/6/2024 1:00:00 PM,2/6/2024 8:00:00 AM,MIDATL,0.000
2/6/2024 1:00:00 PM,2/6/2024 8:00:00 AM,OTHER,0.000
2/6/2024 1:00:00 PM,2/6/2024 8:00:00 AM,SOUTH,0.000
2/6/2024 1:00:00 PM,2/6/2024 8:00:00 AM,WEST,0.000
2/6/2024 1:00:00 PM,2/6/2024 8:00:00 AM,RTO,0.000
2/6/2024 1:00:00 PM,2/6/2024 8:00:00 AM,RFC,0.000
2/6/2024 12:00:00 PM,2/6/2024 7:00:00 AM,MIDATL,0.000
2/6/2024 12:00:00 PM,2/6/2024 7:00:00 AM,OTHER,0.000
2/6/2024 12:00:00 PM,2/6/2024 7:00:00 AM,SOUTH,0.000
2/6/2024 12:00:00 PM,2/6/2024 7:00:00 AM,WEST,0.000
2/6/2024 12:00:00 PM,2/6/2024 7:00:00 AM,RTO,0.000
2/6/2024 12:00:00 PM,2/6/2024 7:00:00 AM,RFC,0.000
2/6/2024 11:00:00 AM,2/6/2024 6:00:00 AM,MIDATL,0.000
2/6/2024 11:00:00 AM,2/6/2024 6:00:00 AM,OTHER,0.000
2/6/2024 11:00:00 AM,2/6/2024 6:00:00 AM,SOUTH,0.000
2/6/2024 11:00:00 AM,2/6/2024 6:00:00 AM,WEST,0.000
2/6/2024 11:00:00 AM,2/6/2024 6:00:00 AM,RTO,0.000
2/6/2024 11:00:00 AM,2/6/2024 6:00:00 AM,RFC,0.000
2/6/2024 10:00:00 AM,2/6/2024 5:00:00 AM,MIDATL,0.000
2/6/2024 10:00:00 AM,2/6/2024 5:00:00 AM,OTHER,0.000
2/6/2024 10:00:00 AM,2/6/2024 5:00:00 AM,SOUTH,0.000
2/6/2024 10:00:00 AM,2/6/2024 5:00:00 AM,WEST,0.000
2/6/2024 10:00:00 AM,2/6/2024 5:00:00 AM,RTO,0.000
2/6/2024 10:00:00 AM,2/6/2024 5:00:00 AM,RFC,0.000
2/6/2024 9:00:00 AM,2/6/2024 4:00:00 AM,MIDATL,0.000
2/6/2024 9:00:00 AM,2/6/2024 4:00:00 AM,OTHER,0.000
2/6/2024 9:00:00 AM,2/6/2024 4:00:00 AM,SOUTH,0.000
2/6/2024 9:00:00 AM,2/6/2024 4:00:00 AM,WEST,0.000
2/6/2024 9:00:00 AM,2/6/2024 4:00:00 AM,RTO,0.000
2/6/2024 9:00:00 AM,2/6/2024 4:00:00 AM,RFC,0.000
2/6/2024 8:00:00 AM,2/6/2024 3:00:00 AM,MIDATL,0.000
2/6/2024 8:00:00 AM,2/6/2024 3:00:00 AM,OTHER,0.000
2/6/2024 8:00:00 AM,2/6/2024 3:00:00 AM,SOUTH,0.000
2/6/2024 8:00:00 AM,2/6/2024 3:00:00 AM,WEST,0.000
2/6/2024 8:00:00 AM,2/6/2024 3:00:00 AM,RTO,0.000
2/6/2024 8:00:00 AM,2/6/2024 3:00:00 AM,RFC,0.000
2/6/2024 7:00:00 AM,2/6/2024 2:00:00 AM,MIDATL,0.000
2/6/2024 7:00:00 AM,2/6/2024 2:00:00 AM,OTHER,0.000
2/6/2024 7:00:00 AM,2/6/2024 2:00:00 AM,SOUTH,0.000
2/6/2024 7:00:00 AM,2/6/2024 2:00:00 AM,WEST,0.000
2/6/2024 7:00:00 AM,2/6/2024 2:00:00 AM,RTO,0.000
2/6/2024 7:00:00 AM,2/6/2024 2:00:00 AM,RFC,0.000
2/6/2024 6:00:00 AM,2/6/2024 1:00:00 AM,MIDATL,0.000
2/6/2024 6:00:00 AM,2/6/2024 1:00:00 AM,OTHER,0.000
2/6/2024 6:00:00 AM,2/6/2024 1:00:00 AM,SOUTH,0.000
2/6/2024 6:00:00 AM,2/6/2024 1:00:00 AM,WEST,0.000
2/6/2024 6:00:00 AM,2/6/2024 1:00:00 AM,RTO,0.000
2/6/2024 6:00:00 AM,2/6/2024 1:00:00 AM,RFC,0.000
2/6/2024 5:00:00 AM,2/6/2024 12:00:00 AM,MIDATL,0.000
2/6/2024 5:00:00 AM,2/6/2024 12:00:00 AM,OTHER,0.000
2/6/2024 5:00:00 AM,2/6/2024 12:00:00 AM,SOUTH,0.000
2/6/2024 5:00:00 AM,2/6/2024 12:00:00 AM,WEST,0.000
2/6/2024 5:00:00 AM,2/6/2024 12:00:00 AM,RTO,0.000
2/6/2024 5:00:00 AM,2/6/2024 12:00:00 AM,RFC,0.000
2/6/2024 4:00:00 AM,2/5/2024 11:00:00 PM,MIDATL,275.247
2/6/2024 4:00:00 AM,2/5/2024 11:00:00 PM,OTHER,0.000
2/6/2024 4:00:00 AM,2/5/2024 11:00:00 PM,SOUTH,138.343
2/6/2024 4:00:00 AM,2/5/2024 11:00:00 PM,WEST,1410.591
2/6/2024 4:00:00 AM,2/5/2024 11:00:00 PM,RTO,1824.181
2/6/2024 4:00:00 AM,2/5/2024 11:00:00 PM,RFC,1685.838
2/6/2024 3:00:00 AM,2/5/2024 10:00:00 PM,MIDATL,267.388
2/6/2024 3:00:00 AM,2/5/2024 10:00:00 PM,OTHER,0.000
2/6/2024 3:00:00 AM,2/5/2024 10:00:00 PM,SOUTH,97.452
2/6/2024 3:00:00 AM,2/5/2024 10:00:00 PM,WEST,1310.783
2/6/2024 3:00:00 AM,2/5/2024 10:00:00 PM,RTO,1675.623
2/6/2024 3:00:00 AM,2/5/2024 10:00:00 PM,RFC,1578.171
2/6/2024 2:00:00 AM,2/5/2024 9:00:00 PM,MIDATL,238.849
2/6/2024 2:00:00 AM,2/5/2024 9:00:00 PM,OTHER,0.000
2/6/2024 2:00:00 AM,2/5/2024 9:00:00 PM,SOUTH,95.001
2/6/2024 2:00:00 AM,2/5/2024 9:00:00 PM,WEST,1314.407
2/6/2024 2:00:00 AM,2/5/2024 9:00:00 PM,RTO,1648.257
2/6/2024 2:00:00 AM,2/5/2024 9:00:00 PM,RFC,1553.256
2/6/2024 1:00:00 AM,2/5/2024 8:00:00 PM,MIDATL,238.480
2/6/2024 1:00:00 AM,2/5/2024 8:00:00 PM,OTHER,0.000
2/6/2024 1:00:00 AM,2/5/2024 8:00:00 PM,SOUTH,114.926
2/6/2024 1:00:00 AM,2/5/2024 8:00:00 PM,WEST,1461.073
2/6/2024 1:00:00 AM,2/5/2024 8:00:00 PM,RTO,1814.479
2/6/2024 1:00:00 AM,2/5/2024 8:00:00 PM,RFC,1699.553
2/6/2024 12:00:00 AM,2/5/2024 7:00:00 PM,MIDATL,187.633
2/6/2024 12:00:00 AM,2/5/2024 7:00:00 PM,OTHER,0.000
2/6/2024 12:00:00 AM,2/5/2024 7:00:00 PM,SOUTH,121.382
2/6/2024 12:00:00 AM,2/5/2024 7:00:00 PM,WEST,1586.051
2/6/2024 12:00:00 AM,2/5/2024 7:00:00 PM,RTO,1895.066
2/6/2024 12:00:00 AM,2/5/2024 7:00:00 PM,RFC,1773.684
2/5/2024 11:00:00 PM,2/5/2024 6:00:00 PM,MIDATL,175.489
2/5/2024 11:00:00 PM,2/5/2024 6:00:00 PM,OTHER,0.000
2/5/2024 11:00:00 PM,2/5/2024 6:00:00 PM,SOUTH,135.185
2/5/2024 11:00:00 PM,2/5/2024 6:00:00 PM,WEST,1324.533
2/5/2024 11:00:00 PM,2/5/2024 6:00:00 PM,RTO,1635.207
2/5/2024 11:00:00 PM,2/5/2024 6:00:00 PM,RFC,1500.022
2/5/2024 10:00:00 PM,2/5/2024 5:00:00 PM,MIDATL,131.524
2/5/2024 10:00:00 PM,2/5/2024 5:00:00 PM,OTHER,0.000
2/5/2024 10:00:00 PM,2/5/2024 5:00:00 PM,SOUTH,70.258
2/5/2024 10:00:00 PM,2/5/2024 5:00:00 PM,WEST,891.014
2/5/2024 10:00:00 PM,2/5/2024 5:00:00 PM,RTO,1092.796
2/5/2024 10:00:00 PM,2/5/2024 5:00:00 PM,RFC,1022.538
2/5/2024 9:00:00 PM,2/5/2024 4:00:00 PM,MIDATL,93.706
2/5/2024 9:00:00 PM,2/5/2024 4:00:00 PM,OTHER,0.000
2/5/2024 9:00:00 PM,2/5/2024 4:00:00 PM,SOUTH,73.382
2/5/2024 9:00:00 PM,2/5/2024 4:00:00 PM,WEST,721.942
2/5/2024 9:00:00 PM,2/5/2024 4:00:00 PM,RTO,889.030
2/5/2024 9:00:00 PM,2/5/2024 4:00:00 PM,RFC,815.648
2/5/2024 8:00:00 PM,2/5/2024 3:00:00 PM,MIDATL,77.361
2/5/2024 8:00:00 PM,2/5/2024 3:00:00 PM,OTHER,0.000
2/5/2024 8:00:00 PM,2/5/2024 3:00:00 PM,SOUTH,65.923
2/5/2024 8:00:00 PM,2/5/2024 3:00:00 PM,WEST,623.961
2/5/2024 8:00:00 PM,2/5/2024 3:00:00 PM,RTO,767.245
2/5/2024 8:00:00 PM,2/5/2024 3:00:00 PM,RFC,701.322
2/5/2024 7:00:00 PM,2/5/2024 2:00:00 PM,MIDATL,56.363
2/5/2024 7:00:00 PM,2/5/2024 2:00:00 PM,OTHER,0.000
2/5/2024 7:00:00 PM,2/5/2024 2:00:00 PM,SOUTH,59.751
2/5/2024 7:00:00 PM,2/5/2024 2:00:00 PM,WEST,545.388
2/5/2024 7:00:00 PM,2/5/2024 2:00:00 PM,RTO,661.502
2/5/2024 7:00:00 PM,2/5/2024 2:00:00 PM,RFC,601.751
2/5/2024 6:00:00 PM,2/5/2024 1:00:00 PM,MIDATL,46.983
2/5/2024 6:00:00 PM,2/5/2024 1:00:00 PM,OTHER,0.000
2/5/2024 6:00:00 PM,2/5/2024 1:00:00 PM,SOUTH,62.371
2/5/2024 6:00:00 PM,2/5/2024 1:00:00 PM,WEST,505.559
2/5/2024 6:00:00 PM,2/5/2024 1:00:00 PM,RTO,614.913
2/5/2024 6:00:00 PM,2/5/2024 1:00:00 PM,RFC,552.542
2/5/2024 5:00:00 PM,2/5/2024 12:00:00 PM,MIDATL,49.883
2/5/2024 5:00:00 PM,2/5/2024 12:00:00 PM,OTHER,0.000
2/5/2024 5:00:00 PM,2/5/2024 12:00:00 PM,SOUTH,67.268
2/5/2024 5:00:00 PM,2/5/2024 12:00:00 PM,WEST,511.837
2/5/2024 5:00:00 PM,2/5/2024 12:00:00 PM,RTO,628.988
2/5/2024 5:00:00 PM,2/5/2024 12:00:00 PM,RFC,561.720
2/5/2024 4:00:00 PM,2/5/2024 11:00:00 AM,MIDATL,59.036
2/5/2024 4:00:00 PM,2/5/2024 11:00:00 AM,OTHER,0.000
2/5/2024 4:00:00 PM,2/5/2024 11:00:00 AM,SOUTH,52.714
2/5/2024 4:00:00 PM,2/5/2024 11:00:00 AM,WEST,425.814
2/5/2024 4:00:00 PM,2/5/2024 11:00:00 AM,RTO,537.564
2/5/2024 4:00:00 PM,2/5/2024 11:00:00 AM,RFC,484.850
2/5/2024 3:00:00 PM,2/5/2024 10:00:00 AM,MIDATL,88.001
2/5/2024 3:00:00 PM,2/5/2024 10:00:00 AM,OTHER,0.000
2/5/2024 3:00:00 PM,2/5/2024 10:00:00 AM,SOUTH,26.034
2/5/2024 3:00:00 PM,2/5/2024 10:00:00 AM,WEST,537.139
2/5/2024 3:00:00 PM,2/5/2024 10:00:00 AM,RTO,651.174
2/5/2024 3:00:00 PM,2/5/2024 10:00:00 AM,RFC,625.140
2/5/2024 2:00:00 PM,2/5/2024 9:00:00 AM,MIDATL,118.118
2/5/2024 2:00:00 PM,2/5/2024 9:00:00 AM,OTHER,0.000
2/5/2024 2:00:00 PM,2/5/2024 9:00:00 AM,SOUTH,26.920
2/5/2024 2:00:00 PM,2/5/2024 9:00:00 AM,WEST,923.130
2/5/2024 2:00:00 PM,2/5/2024 9:00:00 AM,RTO,1068.168
2/5/2024 2:00:00 PM,2/5/2024 9:00:00 AM,RFC,1041.248
2/5/2024 1:00:00 PM,2/5/2024 8:00:00 AM,MIDATL,105.688
2/5/2024 1:00:00 PM,2/5/2024 8:00:00 AM,OTHER,0.000
2/5/2024 1:00:00 PM,2/5/2024 8:00:00 AM,SOUTH,60.734
2/5/2024 1:00:00 PM,2/5/2024 8:00:00 AM,WEST,1341.582
2/5/2024 1:00:00 PM,2/5/2024 8:00:00 AM,RTO,1508.004
2/5/2024 1:00:00 PM,2/5/2024 8:00:00 AM,RFC,1447.270
2/5/2024 12:00:00 PM,2/5/2024 7:00:00 AM,MIDATL,94.705
2/5/2024 12:00:00 PM,2/5/2024 7:00:00 AM,OTHER,0.000
2/5/2024 12:00:00 PM,2/5/2024 7:00:00 AM,SOUTH,18.297
2/5/2024 12:00:00 PM,2/5/2024 7:00:00 AM,WEST,2028.102
2/5/2024 12:00:00 PM,2/5/2024 7:00:00 AM,RTO,2141.104
2/5/2024 12:00:00 PM,2/5/2024 7:00:00 AM,RFC,2122.807
2/5/2024 11:00:00 AM,2/5/2024 6:00:00 AM,MIDATL,71.903
2/5/2024 11:00:00 AM,2/5/2024 6:00:00 AM,OTHER,0.000
2/5/2024 11:00:00 AM,2/5/2024 6:00:00 AM,SOUTH,17.517
2/5/2024 11:00:00 AM,2/5/2024 6:00:00 AM,WEST,2444.500
2/5/2024 11:00:00 AM,2/5/2024 6:00:00 AM,RTO,2533.920
2/5/2024 11:00:00 AM,2/5/2024 6:00:00 AM,RFC,2516.403
2/5/2024 10:00:00 AM,2/5/2024 5:00:00 AM,MIDATL,77.894
2/5/2024 10:00:00 AM,2/5/2024 5:00:00 AM,OTHER,0.000
2/5/2024 10:00:00 AM,2/5/2024 5:00:00 AM,SOUTH,32.549
2/5/2024 10:00:00 AM,2/5/2024 5:00:00 AM,WEST,2454.621
2/5/2024 10:00:00 AM,2/5/2024 5:00:00 AM,RTO,2565.064
2/5/2024 10:00:00 AM,2/5/2024 5:00:00 AM,RFC,2532.515
2/5/2024 9:00:00 AM,2/5/2024 4:00:00 AM,MIDATL,88.053
2/5/2024 9:00:00 AM,2/5/2024 4:00:00 AM,OTHER,0.000
2/5/2024 9:00:00 AM,2/5/2024 4:00:00 AM,SOUTH,9.269
2/5/2024 9:00:00 AM,2/5/2024 4:00:00 AM,WEST,2180.165
2/5/2024 9:00:00 AM,2/5/2024 4:00:00 AM,RTO,2277.487
2/5/2024 9:00:00 AM,2/5/2024 4:00:00 AM,RFC,2268.218
2/5/2024 8:00:00 AM,2/5/2024 3:00:00 AM,MIDATL,104.227
2/5/2024 8:00:00 AM,2/5/2024 3:00:00 AM,OTHER,0.000
2/5/2024 8:00:00 AM,2/5/2024 3:00:00 AM,SOUTH,17.754
2/5/2024 8:00:00 AM,2/5/2024 3:00:00 AM,WEST,2375.369
2/5/2024 8:00:00 AM,2/5/2024 3:00:00 AM,RTO,2497.350
2/5/2024 8:00:00 AM,2/5/2024 3:00:00 AM,RFC,2479.596
2/5/2024 7:00:00 AM,2/5/2024 2:00:00 AM,MIDATL,114.885
2/5/2024 7:00:00 AM,2/5/2024 2:00:00 AM,OTHER,0.000
2/5/2024 7:00:00 AM,2/5/2024 2:00:00 AM,SOUTH,23.166
2/5/2024 7:00:00 AM,2/5/2024 2:00:00 AM,WEST,2678.077
2/5/2024 7:00:00 AM,2/5/2024 2:00:00 AM,RTO,2816.128
2/5/2024 7:00:00 AM,2/5/2024 2:00:00 AM,RFC,2792.962
2/5/2024 6:00:00 AM,2/5/2024 1:00:00 AM,MIDATL,114.778
2/5/2024 6:00:00 AM,2/5/2024 1:00:00 AM,OTHER,0.000
2/5/2024 6:00:00 AM,2/5/2024 1:00:00 AM,SOUTH,36.524
2/5/2024 6:00:00 AM,2/5/2024 1:00:00 AM,WEST,3144.619
2/5/2024 6:00:00 AM,2/5/2024 1:00:00 AM,RTO,3295.921
2/5/2024 6:00:00 AM,2/5/2024 1:00:00 AM,RFC,3259.397
2/5/2024 5:00:00 AM,2/5/2024 12:00:00 AM,MIDATL,119.430
2/5/2024 5:00:00 AM,2/5/2024 12:00:00 AM,OTHER,0.000
2/5/2024 5:00:00 AM,2/5/2024 12:00:00 AM,SOUTH,22.143
2/5/2024 5:00:00 AM,2/5/2024 12:00:00 AM,WEST,3739.725
2/5/2024 5:00:00 AM,2/5/2024 12:00:00 AM,RTO,3881.298
2/5/2024 5:00:00 AM,2/5/2024 12:00:00 AM,RFC,3859.155
2/5/2024 4:00:00 AM,2/4/2024 11:00:00 PM,MIDATL,148.773
2/5/2024 4:00:00 AM,2/4/2024 11:00:00 PM,OTHER,26.771
2/5/2024 4:00:00 AM,2/4/2024 11:00:00 PM,SOUTH,31.292
2/5/2024 4:00:00 AM,2/4/2024 11:00:00 PM,WEST,4173.470
2/5/2024 4:00:00 AM,2/4/2024 11:00:00 PM,RTO,4353.535
2/5/2024 4:00:00 AM,2/4/2024 11:00:00 PM,RFC,4322.243
2/5/2024 3:00:00 AM,2/4/2024 10:00:00 PM,MIDATL,166.644
2/5/2024 3:00:00 AM,2/4/2024 10:00:00 PM,OTHER,27.536
2/5/2024 3:00:00 AM,2/4/2024 10:00:00 PM,SOUTH,24.815
2/5/2024 3:00:00 AM,2/4/2024 10:00:00 PM,WEST,4680.664
2/5/2024 3:00:00 AM,2/4/2024 10:00:00 PM,RTO,4872.123
2/5/2024 3:00:00 AM,2/4/2024 10:00:00 PM,RFC,4847.308
2/5/2024 2:00:00 AM,2/4/2024 9:00:00 PM,MIDATL,181.014
2/5/2024 2:00:00 AM,2/4/2024 9:00:00 PM,OTHER,28.378
2/5/2024 2:00:00 AM,2/4/2024 9:00:00 PM,SOUTH,8.441
2/5/2024 2:00:00 AM,2/4/2024 9:00:00 PM,WEST,5176.992
2/5/2024 2:00:00 AM,2/4/2024 9:00:00 PM,RTO,5366.447
2/5/2024 2:00:00 AM,2/4/2024 9:00:00 PM,RFC,5358.006
2/5/2024 1:00:00 AM,2/4/2024 8:00:00 PM,MIDATL,156.510
2/5/2024 1:00:00 AM,2/4/2024 8:00:00 PM,OTHER,28.798
2/5/2024 1:00:00 AM,2/4/2024 8:00:00 PM,SOUTH,10.437
2/5/2024 1:00:00 AM,2/4/2024 8:00:00 PM,WEST,5333.324
2/5/2024 1:00:00 AM,2/4/2024 8:00:00 PM,RTO,5500.271
2/5/2024 1:00:00 AM,2/4/2024 8:00:00 PM,RFC,5489.834
2/5/2024 12:00:00 AM,2/4/2024 7:00:00 PM,MIDATL,100.634
2/5/2024 12:00:00 AM,2/4/2024 7:00:00 PM,OTHER,29.079
2/5/2024 12:00:00 AM,2/4/2024 7:00:00 PM,SOUTH,27.624
2/5/2024 12:00:00 AM,2/4/2024 7:00:00 PM,WEST,4771.469
2/5/2024 12:00:00 AM,2/4/2024 7:00:00 PM,RTO,4899.727
2/5/2024 12:00:00 AM,2/4/2024 7:00:00 PM,RFC,4872.103
2/4/2024 11:00:00 PM,2/4/2024 6:00:00 PM,MIDATL,45.036
2/4/2024 11:00:00 PM,2/4/2024 6:00:00 PM,OTHER,28.892
2/4/2024 11:00:00 PM,2/4/2024 6:00:00 PM,SOUTH,33.062
2/4/2024 11:00:00 PM,2/4/2024 6:00:00 PM,WEST,4270.001
2/4/2024 11:00:00 PM,2/4/2024 6:00:00 PM,RTO,4348.099
2/4/2024 11:00:00 PM,2/4/2024 6:00:00 PM,RFC,4315.037
2/4/2024 10:00:00 PM,2/4/2024 5:00:00 PM,MIDATL,29.552
2/4/2024 10:00:00 PM,2/4/2024 5:00:00 PM,OTHER,26.300
2/4/2024 10:00:00 PM,2/4/2024 5:00:00 PM,SOUTH,20.177
2/4/2024 10:00:00 PM,2/4/2024 5:00:00 PM,WEST,3513.579
2/4/2024 10:00:00 PM,2/4/2024 5:00:00 PM,RTO,3563.308
2/4/2024 10:00:00 PM,2/4/2024 5:00:00 PM,RFC,3543.131
2/4/2024 9:00:00 PM,2/4/2024 4:00:00 PM,MIDATL,23.621
2/4/2024 9:00:00 PM,2/4/2024 4:00:00 PM,OTHER,24.458
2/4/2024 9:00:00 PM,2/4/2024 4:00:00 PM,SOUTH,46.393
2/4/2024 9:00:00 PM,2/4/2024 4:00:00 PM,WEST,3389.507
2/4/2024 9:00:00 PM,2/4/2024 4:00:00 PM,RTO,3459.521
2/4/2024 9:00:00 PM,2/4/2024 4:00:00 PM,RFC,3413.128
2/4/2024 8:00:00 PM,2/4/2024 3:00:00 PM,MIDATL,18.828
2/4/2024 8:00:00 PM,2/4/2024 3:00:00 PM,OTHER,23.286
2/4/2024 8:00:00 PM,2/4/2024 3:00:00 PM,SOUTH,40.767
